MAPID	MAPSETID	MAPCONCEPTID	MAPOPTION	MAPGROUP	MAPPRIORITY	MAPTARGETID	MAPCATEGORY	MAPRULE	MAPADVICE
175229064	110040	68019004	6	1	6	445058	31		IFA: Neurotic depression
175232061	110040	68142008	1	1	1	8698051	12		OTHERWISE
175233065	110040	68154008	1	1	1	510050	31		IFA: Cough,psychogenic
175235064	110040	68154008	3	1	3	1957052	31		IFA: Cough,with hemorrhage
175241065	110040	68256003	1	1	1	9547258058	11		OTHERWISE
175245062	110040	6836001	1	1	1	9063057	11		OTHERWISE
175247069	110040	68478007	1	1	1	5081051	11		OTHERWISE
175248060	110040	6849006	1	1	1	9536848057	11		OTHERWISE
175249067	110040	68496003	2	1	2	213053	11		OTHERWISE
175251066	110040	68550008	1	1	1	1806052	11		OTHERWISE
175253069	110040	68569003	1	1	1	406050	12		OTHERWISE
175257065	110040	68675004	1	1	1	7037057	11		OTHERWISE
175259068	110040	68701004	1	1	1	1647053	11		OTHERWISE
175260064	110040	68811000	1	1	1	1262059	12		OTHERWISE
145391063	110040	68815009	1	2	1	9555499057	32		IFA: Gouty nephropathy
145394065	110040	68815009	3	2	3	9555500053	11		OTHERWISE
175261060	110040	68854005	1	1	1	2164052	11		OTHERWISE
175263062	110040	68905002	1	1	1	5229058	11		OTHERWISE
175266069	110040	68978004	1	1	1	510050	31		IFA: Hyperventilation
175273060	110040	69166006	4	1	4	7907051	31		IFA: Ankle, Open
175278068	110040	69166006	9	1	9	2229051	31		IFA: That involving ankle (824.0-824.9)
169878069	110040	69215007	1	1	1	9542108054	11		OTHERWISE
175282065	110040	69430001	1	1	1	1218050	11		OTHERWISE
175285067	110040	69559004	3	1	3	6489053	32		GAMR: Male: Symptoms referable to genital organs (608.0-608.9)
175287060	110040	69559004	5	1	5	1972051	31		IFA: Abdominal distention (gaseous)
175290065	110040	69559004	8	1	8	2002050	12		OTHERWISE
175291069	110040	6962006	1	1	1	5069052	11		OTHERWISE
175292063	110040	6963001	1	1	1	7019058	20		UAC
145773069	110040	69825009	1	1	1	6126052	11		OTHERWISE
175297068	110040	6990005	1	1	1	2220050	11		OTHERWISE
175298064	110040	69916004	1	1	1	7862056	11		OTHERWISE
145878066	110040	70070008	4	1	4	9555532053	31		IFA: Ocular torticollis
175304067	110040	70076002	2	1	2	1010054	11		OTHERWISE
175305068	110040	70098006	1	1	1	8637056	11		OTHERWISE
175311066	110040	70142008	1	1	1	7298059	31		IFA: Ostium secundum type atrial septal defect
175312060	110040	70142008	2	1	2	5806055	31		IFA: Acquired cardiac septal defect
175314064	110040	70190001	1	1	1	6507050	31		IFA: Adhesions,pelvic
175318061	110040	70204006	1	1	1	2236052	11		OTHERWISE
175321064	110040	70317007	1	1	1	1272056	12		OTHERWISE
175327060	110040	70407001	2	1	2	1954058	11		OTHERWISE
175328069	110040	70466008	1	1	1	1925051	11		OTHERWISE
175329062	110040	7058009	1	1	1	9547137056	11		OTHERWISE
175335062	110040	70704007	1	1	1	2286059	12		OTHERWISE
175336061	110040	70747007	1	1	1	4787053	11		OTHERWISE
175340069	110040	70995007	1	1	1	947056	11		OTHERWISE
175342062	110040	71103003	1	1	1	9534775059	31		IFA: Childhood type schizophrenia,current or active state
175343066	110040	71103003	2	1	2	9570399059	31		IFA: Childhood type schizophrenia, residual state
175345060	110040	71103003	4	1	4	9534773053	31		IFA: Infantile autism, residual state
175347067	110040	71111008	1	1	1	5174059	11		OTHERWISE
175351069	110040	71286001	10	1	10	7050056	31		IFA: Spinal stenosis in cervical region
175358064	110040	71286001	6	1	6	9556233053	31		IFA: Postinfectious myelitis
175359066	110040	71286001	7	1	7	9570413055	31		IFA: Toxic myelitis
175367064	110040	71325002	2	1	2	4641050	20		UAC
175370060	110040	71620000	2	1	2	7889053	12		OTHERWISE
175373063	110040	71760005	1	1	1	7057058	11		OTHERWISE
174546067	110040	55004003	2	1	2	258055	11		OTHERWISE
174547064	110040	55033002	1	1	1	1580051	11		OTHERWISE
174553064	110040	55260003	1	1	1	7088059	11		OTHERWISE
174561068	110040	55442000	3	1	3	7578050	31		IFA: Respiratory distress,syndrome,newborn
174564061	110040	55442000	6	1	6	9542087056	31		IFA: Respiratory failure,chronic
174566064	110040	55442000	8	1	8	9542104051	31		IFA: Respiratory failure newborn
174567067	110040	55442000	9	1	9	1935058	11		OTHERWISE
139671069	110040	55464009	1	1	1	6858058	31		IFA: Lupus erythematosus discoid NOS
174568063	110040	5552004	1	1	1	1227051	12		OTHERWISE
139707062	110040	55566008	3	1	3	9547125058	22		IFA: juries undetermined whether accidentally or purposely inflicted (E980.0-E989) - Late effects of injury, undetermined whether accidentally or purposely inflicted
174572064	110040	55655006	1	1	1	1997050	11		OTHERWISE
174574063	110040	55680006	1	2	1	9556087051	22		PR:accident
174577069	110040	55680006	4	2	4	9556043055	22		OTHERWISE
174578060	110040	55735004	1	1	1	3562054	11		OTHERWISE
139809065	110040	55776008	1	1	1	9553647051	11		OTHERWISE
139832069	110040	55809007	1	1	1	6298053	11		OTHERWISE
139839061	110040	55827005	1	1	1	5711051	32		IFA: That due to hypertension (402.0x-402.9x)
139840064	110040	55827005	2	1	2	5803050	11		OTHERWISE
174587068	110040	5599006	1	1	1	4593055	11		OTHERWISE
174589066	110040	55995005	2	1	2	7600051	31		IFA: Hemolytic disease due to abo isoimmunization of fetus or newborn
174594066	110040	55995005	7	1	7	4684051	11		OTHERWISE
174595067	110040	5602001	1	1	1	498055	32		IFA: Alcohol dependence syndrome (303.0x-303.9x)
174598069	110040	5602001	4	1	4	9269053	32		IFA: Poisoning by drugs or medicinal substances (960.0-979.9)
174602066	110040	56169002	1	1	1	1255050	11		OTHERWISE
174603062	110040	56170001	1	1	1	749050	11		OTHERWISE
174604067	110040	56177003	1	1	1	4978051	11		OTHERWISE
174606069	110040	56218007	1	1	1	938051	12		OTHERWISE
140024067	110040	56265001	1	1	1	5711051	32		IFA: That due to hypertension
174607061	110040	56267009	1	1	1	4716054	11		OTHERWISE
174609063	110040	56294008	2	1	2	9555463054	32		IFA: Smoking complicating pregnancy (649.0x)
174612060	110040	563001	1	1	1	5565054	12		OTHERWISE
140052064	110040	5631002	3	1	3	1091054	11		OTHERWISE
174618061	110040	56576003	2	1	2	428050	11		OTHERWISE
174619068	110040	56608008	1	1	1	1527052	11		OTHERWISE
174620063	110040	5662003	1	1	1	2335053	11		OTHERWISE
174633068	110040	56882008	1	1	1	532059	32		IFA: Eating disturbance NOS
174637069	110040	56882008	5	1	5	539050	31		IFA: Loss of appetite nonorganic origin
174638060	110040	56882008	6	1	6	522053	11		OTHERWISE
140390064	110040	57089007	1	1	1	5943057	11		OTHERWISE
174648063	110040	57194009	1	1	1	412058	32		IFA: Affective psychoses (296.0x-296.9x)
174650065	110040	57194009	3	1	3	551052	31		IFA: Prolonged depressive reaction
174651069	110040	57194009	4	1	4	422051	31		IFA: Psychogenic depressive psychosis
174655061	110040	57219006	2	1	2	1065053	32		IFA: Dentofacial anomalies (524.0-524.9)
174656060	110040	57219006	3	1	3	7228054	31		IFA: Skull defects associated with brain anomalies
174660062	110040	57219006	7	1	7	1733059	11		OTHERWISE
174668068	110040	5758002	2	1	2	3390052	32		IFA: Septicemia  (038.x)
174680061	110040	57982001	1	1	1	2838057	11		OTHERWISE
174684069	110040	58031004	12	1	12	1005050	11		OTHERWISE
174686066	110040	58031004	3	1	3	5965057	31		IFA: Abscess,retropharyngeal
174690068	110040	58031004	7	1	7	3696053	31		IFA: Gonococcus
174694060	110040	58150001	1	1	1	7802059	12		OTHERWISE
174695064	110040	58170007	1	1	1	3428052	12		OTHERWISE
140864067	110040	58214004	1	1	1	403055	12		OTHERWISE
174704062	110040	58554001	1	1	1	6039053	11		OTHERWISE
174706060	110040	58648008	1	1	1	4645059	11		OTHERWISE
174709066	110040	58718002	2	1	2	5682058	11		OTHERWISE
174710062	110040	58756001	1	1	1	619058	11		OTHERWISE
174714065	110040	5876000	10	1	10	9553575058	31		IFA: Pancytopena (due to) (with),myeloproliferative disease - other lymphatic and hematopoietic tissuses
141069069	110040	5876000	12	1	12	9555502058	11		OTHERWISE
174717064	110040	5876000	3	1	3	9553610051	31		IFA: Pancytopena (due to) (with),constitutional red blood cell aplasia
174719061	110040	5876000	5	1	5	4275055	32		IFA: Pancytopena (due to) (with),hairy cell leukemia - Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites
174720066	110040	5876000	6	1	6	3418056	31		IFA: Pancytonpenia (due to) (with) ,human immundeficiency virus disease
174726061	110040	5888003	1	1	1	777059	12		OTHERWISE
174727069	110040	58972000	1	1	1	1988051	11		OTHERWISE
174728060	110040	59026006	1	1	1	9553648059	31		IFA: Blepharospasm due to drugs
174731064	110040	5913000	1	1	1	2208055	12		OTHERWISE
141288068	110040	59276001	1	2	1	5068057	11		OTHERWISE
174734066	110040	59369008	1	2	1	9556087051	22		OTHERWISE
174735067	110040	59393003	1	1	1	6877056	11		OTHERWISE
174738069	110040	59566000	2	1	2	6725059	12		OTHERWISE
174740060	110040	59603003	1	1	1	689054	11		OTHERWISE
169702064	110040	59614000	1	1	1	6384055	31		IFA: Blood in stool melena
174741061	110040	59614000	2	1	2	1794050	31		IFA: Newborn - gastrointestinal hemorrhage
174744068	110040	59617007	2	1	2	445058	31		IFA: Neurotic depression
174749064	110040	59639009	1	1	1	2217055	11		OTHERWISE
141487061	110040	59698003	1	1	1	801052	12		OTHERWISE
174753062	110040	59848001	2	1	2	1135059	11		OTHERWISE
174754067	110040	59857007	1	1	1	7280058	11		OTHERWISE
174756069	110040	59883002	10	1	10	6824053	11		OTHERWISE
174758065	110040	59883002	3	1	3	6801059	32		IFA: Breast,Puerperal
174759063	110040	59883002	4	1	4	6514052	31		IFA: External genital organs,female - 616.3-616.4 abscess of Batholin's gland
141637062	110040	60046008	1	1	1	6043052	12		OTHERWISE
174769068	110040	60058008	1	1	1	2293055	11		OTHERWISE
174777067	110040	60189009	1	1	1	865058	11		OTHERWISE
174779065	110040	60234000	1	1	1	5772052	31		IFA: Hypertrophic subaortic stenosis
174782061	110040	60234000	4	1	4	957055	11		OTHERWISE
174784060	110040	60238002	10	1	10	525050	31		IFA: That of nonorganic origin; Stereotypic movement disorder
174785064	110040	60238002	11	1	11	1855056	11		OTHERWISE
174789069	110040	60238002	5	1	5	4935059	32		IFA: Spastic hemiplegia (342.1x)
174790061	110040	60238002	6	1	6	4939052	32		IFA: Spastic paralysis (343.0x-343.9)
174792068	110040	60238002	8	1	8	627054	32		IFA: Specified movement disorders classifiable to 333 (333.0x-333.9x)
174793064	110040	60238002	9	1	9	523056	32		IFA: That of nonorganic origin; Tic disorder (307.2x)
174799060	110040	60332004	2	1	2	1417056	11		OTHERWISE
174801062	110040	60380001	1	1	1	9549810050	11		OTHERWISE
174803064	110040	60414003	1	1	1	4634057	11		OTHERWISE
141783061	110040	60423000	2	1	2	5797051	11		OTHERWISE
174807063	110040	60573004	1	1	1	5772052	31		IFA: Hypertrophic subaortic stenosis
174811068	110040	6058003	1	1	1	7123050	31		IFA: Foreign body granuloma,muscle
174821061	110040	60728008	5	1	5	9554995051	31		IFA: Malignant ascites
174822067	110040	60728008	6	1	6	9554977053	31		IFA: ascities
174826065	110040	60737008	2	1	2	370059	31		IFA: Anemia sideroblastic
174569065	110040	55533009	1	1	1	9542108054	11		OTHERWISE
174829064	110040	60826002	1	1	1	3751051	12		OTHERWISE
174831067	110040	60845006	2	1	2	9542105052	31		IFA: Respiratory distress,newborn
174832061	110040	60845006	3	1	3	7578050	31		IFA: Respiratory distress,syndrome,newborn
174835064	110040	60845006	6	1	6	9542087056	31		IFA: Respiratory failure,chronic
142026060	110040	60896008	1	1	1	9549860057	12		OTHERWISE
174841065	110040	60897004	1	1	1	8677051	11		OTHERWISE
174843068	110040	60926001	1	1	1	1146056	11		OTHERWISE
142132066	110040	61170000	1	1	1	9553668052	12		OTHERWISE
174857065	110040	61403008	3	1	3	422051	31		IFA: Reactive depressive psychosis
174858061	110040	61403008	4	1	4	423059	31		IFA: Reactive excitation
174859068	110040	61403008	5	1	5	4803058	11		OTHERWISE
174862066	110040	61536007	1	1	1	713054	12		OTHERWISE
174868065	110040	61669002	3	1	3	9555768059	31		IFA: Mechanical complication of prosthetic joint implant - prosthetic joint implant failure
174869063	110040	61669002	4	1	4	9555769054	31		IFA: Mechanical complication of prosthetic joint implant - peri-prosthetic fracture around prosthetic joint
174872069	110040	61669002	7	1	7	9555766055	31		IFA: Mechanical complication of prosthetic joint implant - other mechanical complication of other internal orthopedic device
174881064	110040	6204001	4	1	4	1808053	31		IFA: Convulsions: Newborn
174882065	110040	6204001	5	1	5	4949050	31		IFA: Convulsions: Infantile spasms without mention of intractable epilepsy
174889062	110040	62246005	1	1	1	2779053	31		IFA: Asymptomatic HIV infection status
174897068	110040	62305002	4	1	4	4870056	31		IFA: Elective mutism (309.83
174900062	110040	6234006	2	1	2	6749056	12		OTHERWISE
174902069	110040	62415009	1	1	1	1897054	31		IFA: Acquired aphasia
174905066	110040	62415009	4	1	4	4870056	31		IFA: Elective mutism (309.83
174908068	110040	62476001	1	1	1	100051	31		IFA: Altered mental status due to known condition--code to condition
174910065	110040	62476001	3	1	3	1824054	31		IFA: Altered level of consciousness:  Transient alteration of awareness
174911069	110040	62476001	4	1	4	7640058	31		IFA: Altered level of consciousness: Persistent vegetative state
174912063	110040	62476001	5	1	5	1825050	31		IFA: Altered level of consciousness:  Other alteration of consciousness
174919066	110040	62484002	1	1	1	6341056	11		OTHERWISE
174921062	110040	62537000	1	1	1	8969054	11		OTHERWISE
174932062	110040	62837005	2	1	2	1362056	11		OTHERWISE
169756065	110040	63144007	2	1	2	6569050	31		IFA: Postmenopausal or senile vaginitis
174949068	110040	63181006	5	1	5	9570399059	31		IFA: Childhood type schizophrenia: residual state
174952061	110040	63181006	8	1	8	4760054	11		OTHERWISE
174955064	110040	63249007	1	1	1	413050	31		IFA: Brief compensatory or rebound mood swings
174960060	110040	63305008	1	1	1	7375052	31		IFA: Congenital,structure of esophagus
174961061	110040	63305008	2	1	2	6143050	11		OTHERWISE
174965069	110040	63412003	1	1	1	407059	32		IFA: Circular type, if previous attack was of manic type (296.5x)
174970063	110040	63412003	6	1	6	445058	31		IFA: Neurotic depression
174976068	110040	63491006	2	1	2	5828055	32		IFA: Spasm of cerebral artery (435.0-435.9)
174978069	110040	63501000	1	1	1	1376055	31		IFA: Neurodermatitis
174985068	110040	63871009	1	1	1	6527051	31		IFA: That with mention of Uterovaginal prolapse, incomplete
174986069	110040	63871009	2	1	2	9556094054	31		IFA: That with mention of Uterovaginal prolapse, complete
174991065	110040	64109004	1	1	1	7173053	11		OTHERWISE
174993068	110040	64144002	2	1	2	1400050	11		OTHERWISE
174998060	110040	64228003	3	1	3	6277053	31		IFA: Diaphragmatic hernia with obstruction
174999067	110040	64228003	4	1	4	6287052	31		IFA: Diaphragmatic hernia
175000067	110040	64228003	5	1	5	7494059	31		IFA: Congenital
175003069	110040	64269007	1	1	1	750050	11		OTHERWISE
175007065	110040	6456007	2	1	2	9549783051	31		IFA: Neonatal bradycardia
175008061	110040	6456007	3	1	3	9549784058	31		IFA: Neonatal tachycardia
175010064	110040	6456007	5	1	5	1917054	31		IFA: Tachycardia NOS
175013062	110040	64576003	1	1	1	6314053	31		IFA: Anal and rectal regions
175015068	110040	64586002	1	1	1	5815054	11		OTHERWISE
175023065	110040	64690006	2	1	2	9362059	11		OTHERWISE
175031061	110040	64779008	1	1	1	2016058	31		IFA: Abnormal coagulation profile
175039064	110040	64905009	1	1	1	4814055	31		IFA: Involutional paranoid state
175040062	110040	64905009	2	1	2	416055	31		IFA: Paranoia
175042069	110040	64905009	4	1	4	9534775059	31		IFA: Childhood type schizophrenia: current or active state
175044065	110040	64905009	6	1	6	426054	31		IFA: Infantile autism: current or active state
175051062	110040	65118005	1	1	1	9554861053	12		OTHERWISE
175054069	110040	65155005	1	1	1	1831053	11		OTHERWISE
175056066	110040	65172003	2	1	2	1389053	11		OTHERWISE
175057063	110040	6525002	1	1	1	500059	12		OTHERWISE
175059060	110040	65275009	1	1	1	9545422053	31		IFA: That with,        ,acute and chronic cholecystitis
175060069	110040	65275009	2	1	2	6359058	31		IFA: That with,choledocholithiasis
175069065	110040	65382006	2	1	2	1850053	31		IFA: Generalized hyperhidrosis
175073068	110040	65399007	2	1	2	4284055	32		IFA: Histiocytosis X
175075062	110040	65443008	1	1	1	6401053	32		IFA: Acute renal failure (584.5-584.9)
175083067	110040	65619001	1	1	1	6533055	11		OTHERWISE
175086060	110040	65710008	1	1	1	6063058	31		IFA: Acute respiratory distress
175089066	110040	65710008	4	1	4	2082052	31		IFA: Respiratory arrest
175093061	110040	65752003	1	1	1	7690059	11		OTHERWISE
175097060	110040	65956007	12	1	12	5269057	31		IFA: Better eye: severe vision impairment; lesser eye: profound vision impairment
175102062	110040	65956007	3	1	3	5260058	31		IFA: Better eye: near-total vision impairment; lesser eye: total vision impairment
144223061	110040	66052004	1	1	1	5717050	20		UAC
175115065	110040	66091009	1	1	1	7519052	12		OTHERWISE
175117063	110040	66108005	1	1	1	4898058	11		OTHERWISE
175118067	110040	66108005	1	2	1	9534748053	11		OTHERWISE
175119060	110040	66176005	1	1	1	8592055	11		OTHERWISE
175120065	110040	66187002	2	1	2	1794050	31		IFA: Newborn gastrointestinal hemorrhage
175123067	110040	66214007	2	1	2	500059	32		IFA: Drug dependence (304.0x-304.9x)
175125061	110040	66214007	4	1	4	9261051	32		IFA: Poisoning by drugs or medicinal substances (960.0-979.9)
175126060	110040	66214007	5	1	5	504050	12		OTHERWISE
175127068	110040	6628008	1	1	1	7892052	11		OTHERWISE
175128064	110040	66308002	1	1	1	7817055	12		OTHERWISE
175129066	110040	6631009	1	1	1	9553569054	11		OTHERWISE
175144067	110040	6654000	1	1	1	7177054	11		OTHERWISE
175148065	110040	66590003	1	1	1	498055	12		OTHERWISE
175156068	110040	66760008	1	1	1	5489058	12		OTHERWISE
175163068	110040	66926007	1	1	1	2211059	11		OTHERWISE
175166061	110040	66952001	1	1	1	5007052	22		ECR
175169067	110040	67023009	1	1	1	9555542050	11		OTHERWISE
175174060	110040	67198005	1	1	1	5789057	11		OTHERWISE
175625060	110040	76844004	1	1	1	100051	31		IFA: Infected open wound -- code to complicated open wound of site
5970067	110040	124041005	1	1	1	100051	0		OTHERWISE
176485061	110040	93463007	2	1	2	100051	31		IFA: Tuberculum Carabelli
171883060	110040	249802001	3	1	3	100051	0		OTHERWISE
171019068	110040	108365000	1	1	1	100051	31		IFA: Fistula to skin from internal organs
171092061	110040	122481008	3	1	3	100051	0		OTHERWISE
172847065	110040	301779004	1	1	1	100051	31		IFA: Fistula of rectum to,internal organs - see Alphabetic Index
175365066	110040	71315007	3	1	3	100051	0		OTHERWISE
66690066	110040	267094008	1	1	1	819056	12		OTHERWISE
172707069	110040	29399001	2	1	2	6734051	12		OTHERWISE
175635065	110040	76902006	8	1	8	6780053	32		IFA: Tetanus,complicating,puerperal (670.0x)
176197068	110040	87782002	1	1	1	6085051	11		OTHERWISE
13118067	110040	160347007	1	1	1	9553509052	11		OTHERWISE
175052068	110040	65120008	1	1	1	663054	11		OTHERWISE
173460063	110040	37356005	7	1	7	663054	11		OTHERWISE
174950068	110040	63181006	6	1	6	426054	31		IFA: Infantile autism: current or active state
173010061	110040	31658008	6	1	6	426054	31		IFA: Infantile autism: current or active state
174192060	110040	46113002	1	1	1	5712057	12		OTHERWISE
173193060	110040	35688006	3	1	3	2739057	11		OTHERWISE
66562060	110040	266996004	1	1	1	9553433056	11		OTHERWISE
175930063	110040	82649003	1	1	1	5228053	12		OTHERWISE
119812061	110040	399901005	1	1	1	1750057	31		IFA: Darier's disease keratosis follicularis congential
174443062	110040	52475004	1	1	1	1750057	31		IFA: Darier's disease keratosis follicularis congential
172248068	110040	269113006	1	1	1	2262056	11		OTHERWISE
172375064	110040	274571007	1	1	1	766052	11		OTHERWISE
176000063	110040	84017003	5	1	5	3665057	31		IFA: Bursitis: syphilitic
172152063	110040	267024001	1	1	1	7646051	11		OTHERWISE
147785061	110040	74391003	1	1	1	6931053	11		OTHERWISE
174128068	110040	44785005	1	1	1	1150050	11		OTHERWISE
12799064	110040	15385006	1	1	1	2224059	11		OTHERWISE
171702062	110040	235760009	2	1	2	6313055	31		IFA: Fistula or rectum to,Skin
24454065	110040	195190007	1	1	1	9535169054	11		OTHERWISE
175111062	110040	65978000	1	1	1	9547262051	11		OTHERWISE
172518066	110040	280982009	3	1	3	397053	31		IFA: Drug withdrawal
174597060	110040	5602001	3	1	3	397053	31		IFA: Drug withdrawal syndrome
5169065	110040	118654009	11	1	11	9534573050	31		IFA: Nutritional edema - nutritional marasmus
171364061	110040	193731001	4	1	4	9555597058	31		IFA: Better eye: near-total vision impairment; lesser eye: near-total vision impairment
175103066	110040	65956007	4	1	4	9555597058	31		IFA: Better eye: near-total vision impairment; lesser eye: near-total vision impairment
172356068	110040	2733002	1	1	1	1589052	11		OTHERWISE
176726064	110040	9713002	1	1	1	6467054	12		OTHERWISE
170979068	110040	102878001	12	1	12	1285058	12		OTHERWISE
175230068	110040	68019004	7	1	7	422051	31		IFA: Reactive depressive psychosis
175455060	110040	73867007	4	1	4	422051	31		IFA: Reactive depression: Psychotic
171684068	110040	231504006	6	1	6	422051	31		IFA: Depressive type psychosis
174029063	110040	42810003	7	1	7	422051	31		IFA: Reactive depressive psychosis
23027067	110040	192046006	4	1	4	422051	31		IFA: Psychogenic depressive psychosis
173298061	110040	36474008	7	1	7	422051	31		IFA: Reactive depressive psychosis
171058064	110040	111485001	2	1	2	422051	31		IFA: Reactive depressive psychosis
173345062	110040	370143000	4	1	4	422051	31		IFA: Reactive depression: psychosis
175673069	110040	77911002	4	1	4	422051	31		IFA: Reactive depression: Psychotic
171974065	110040	254921004	1	1	1	4418054	31		IFA: Renal,calyces
171881063	110040	249802001	1	1	1	7197057	31		IFA: Acquired
174901063	110040	62403005	1	1	1	360056	11		OTHERWISE
175353067	110040	71286001	12	1	12	4927057	12		OTHERWISE
74664066	110040	283473009	1	2	1	9547109050	22		OTHERWISE
174930069	110040	62752005	1	1	1	3843055	11		OTHERWISE
53329061	110040	241759005	2	1	2	7592057	31		IFA: Neonatal conjuctivitis
119969063	110040	400047006	3	1	3	984059	12		OTHERWISE
70314063	110040	275520000	3	1	3	984059	12		OTHERWISE
45228060	110040	233765002	6	1	6	6062050	11		OTHERWISE
174563066	110040	55442000	5	1	5	6062050	31		IFA: Respiratory failure,acute
171294069	110040	166318006	6	1	6	4643053	32		IFA: Specific finding indicating abnormality of,lipid metabolism (272.0-272.9)
13281064	110040	16063004	1	1	1	959057	32		IFA: That not specified as rheumatic (424.90-424.99)
174942060	110040	63102001	1	1	1	763057	12		OTHERWISE
144883069	110040	67599009	15	1	15	6001058	31		IFA: Influenza with pneumonia
171753061	110040	239872002	3	1	3	6961058	12		OTHERWISE
10510069	110040	128187005	3	1	3	543054	31		IFA: Tension headache
37409065	110040	21615003	3	1	3	543054	31		IFA: Tension headache
169099066	110040	41413006	3	1	3	543054	31		IFA: Tension headache
172705062	110040	29297002	1	1	1	5554057	11		OTHERWISE
176095063	110040	85983004	8	1	8	9534414051	32		IFA: Chronic erythremia (207.1x)
175333068	110040	70670009	1	1	1	1925051	11		OTHERWISE
175773061	110040	79633009	4	1	4	4935059	12		OTHERWISE
16684065	110040	165232002	1	1	1	1985054	12		OTHERWISE
20874064	110040	187058000	1	1	1	9534179057	11		OTHERWISE
118990062	110040	398049005	1	1	1	6894059	12		OTHERWISE
166922065	110040	26544005	2	1	2	9547244055	11		OTHERWISE
172401069	110040	275322007	2	1	2	1446050	11		OTHERWISE
146104061	110040	70582006	2	1	2	1446050	11		OTHERWISE
174260068	110040	47922009	1	1	1	2025051	11		OTHERWISE
50191061	110040	238107002	4	1	4	1811054	31		IFA: Newborn
26541060	110040	198130006	1	1	1	6509053	12		OTHERWISE
44894069	110040	233606009	5	1	5	1037051	31		IFA: Pneumonitis due to other solids and liquids
173022063	110040	31892009	7	1	7	6042055	11		OTHERWISE
5178060	110040	118654009	9	1	9	6042055	31		IFA: Hydrothorax
171237060	110040	160417009	1	1	1	9553513058	11		OTHERWISE
10611062	110040	128276007	1	1	1	6820057	32		IFA: Toe (681.10-681.11)
174335065	110040	49650001	1	1	1	1981058	11		OTHERWISE
130795067	110040	422183001	1	2	1	1434051	12		OTHERWISE
24048063	110040	19429009	1	1	1	1434051	12		OTHERWISE
12207068	110040	13954005	1	1	1	1434051	12		OTHERWISE
171825068	110040	247124009	2	1	2	1672053	31		IFA: Congenital
121886065	110040	402820007	2	1	2	4030054	11		OTHERWISE
10546061	110040	128210009	2	1	2	7570056	31		IFA: That in newborn
29924065	110040	204317008	1	1	1	7298059	11		OTHERWISE
13750068	110040	161573009	1	1	1	2783053	11		OTHERWISE
172945064	110040	308551004	1	1	1	1274055	12		OTHERWISE
174540062	110040	54840006	1	1	1	7648052	31		GAMR: Failure to thrive:0-15
174442066	110040	52448006	2	1	2	4742054	20		UAC
50193063	110040	238108007	1	1	1	2085054	20		UAC
171961060	110040	254806009	1	1	1	226052	12		OTHERWISE
171959068	110040	254802006	1	1	1	226052	12		OTHERWISE
176459060	110040	92384009	1	1	1	226052	12		OTHERWISE
174776064	110040	60168000	4	1	4	7137059	12		OTHERWISE
119073063	110040	398175007	2	1	2	1194057	11		OTHERWISE
26473067	110040	198036002	2	1	2	1194057	11		OTHERWISE
172438069	110040	2776000	1	1	1	1825050	11		OTHERWISE
172625068	110040	286933003	6	1	6	1825050	31		IFA: delirium NOS ( 780.09)
57189066	110040	247441003	1	1	1	1397059	12		OTHERWISE
102369061	110040	302939002	1	1	1	9536260053	11		OTHERWISE
9363067	110040	127021009	2	1	2	241052	11		OTHERWISE
8152067	110040	126657007	4	1	4	241052	31		IFA: Optic nerve
171759062	110040	239960007	1	1	1	1568056	11		OTHERWISE
174241062	110040	47382004	1	1	1	159056	12		OTHERWISE
176618064	110040	94591009	1	1	1	4141054	31		IFA: Retroperitoneal lymph nodes
172674069	110040	28926001	1	1	1	6840051	31		IFA: That due to drugs in contact with skin
173396060	110040	371596008	1	1	1	408051	11		OTHERWISE
12527065	110040	1482004	2	1	2	805056	11		OTHERWISE
6670061	110040	125601008	1	1	1	9103057	11		OTHERWISE
127241069	110040	414024009	1	1	1	5883053	12		OTHERWISE
174050066	110040	43116000	1	1	1	1386059	12		OTHERWISE
121761068	110040	40275004	1	1	1	1386059	12		OTHERWISE
175955068	110040	83132003	4	1	4	485051	32		IFA: Psychogenic: Symptoms referable to genital organs (302.70-302.79)
171075069	110040	116290004	4	1	4	485051	32		IFA: Psychogenic (302.70-302.79)
172605069	110040	28560003	1	1	1	9550283054	11		OTHERWISE
141659060	110040	60130002	1	1	1	5951059	11		OTHERWISE
6662065	110040	125594001	1	1	1	9099054	11		OTHERWISE
171146062	110040	127295002	3	1	3	2302056	32		IFA: Any condition classifiable to 852
119169064	110040	39839004	3	1	3	6145056	31		IFA: Diverticulum of esophagus, acquired
174762060	110040	59883002	7	1	7	6480052	31		IFA: External genital organs,male 604.0
173041060	110040	32398004	3	1	3	6029055	31		IFA: Bronchitis,due to fumes and vapors
46074064	110040	234228008	1	1	1	9539594050	11		OTHERWISE
127651062	110040	415084003	1	1	1	9553414053	11		OTHERWISE
171770068	110040	240037007	1	1	1	7114052	12		OTHERWISE
172865069	110040	302870006	1	1	1	9534591058	11		OTHERWISE
176455065	110040	92369000	2	1	2	4389054	11		OTHERWISE
107286064	110040	31848007	1	1	1	1404059	31		IFA: Circumscribed scleroderma
28022064	110040	201048007	1	1	1	1404059	11		OTHERWISE
146729060	110040	72042002	2	1	2	1975053	11		OTHERWISE
